,positionName,companyFullName,salary,city,companySize,workYear,education,industryField,formatCreateTime
13,JS全栈开发工程师,北京爱和健康科技有限公司,15k-25k,北京,150-500人,1-3年,本科,"移动互联网,医疗健康",2018-03-02
14,前端JS工程师,北京轻松筹网络科技有限公司,20k-35k,北京,150-500人,3-5年,大专,"移动互联网,金融",2018-03-13
0,前端JavaScript高级工程师,北京爱奇艺科技有限公司,18k-35k,北京,2000人以上,3-5年,本科,"广告营销,文化娱乐",2018-02-26
1,前端JS开发工程师,上海微创软件股份有限公司北京分公司,10k-14k,北京,2000人以上,1-3年,本科,"移动互联网,电子商务",2018-03-13
2,Cocos Creator(js)工程师,成都炎灵科技有限公司,6k-12k,成都,少于15人,1-3年,不限,"移动互联网,游戏",2018-03-12
3,javascript前后端软件开发工程师,上海迹客科技,5k-8k,郑州,15-50人,1-3年,本科,"移动互联网,企业服务",2018-03-12
4,JavaScript全栈工程师,郑州脉冲软件科技有限公司,7k-12k,郑州,15-50人,3-5年,不限,"移动互联网,企业服务",2018-03-13
5,JavaScript Reactjs 开发,上海岚智网络科技有限公司,7k-14k,上海,15-50人,1-3年,本科,"移动互联网,电子商务",2018-03-12
6,Javascript 前端开发工程师,北京凤凰理理它信息技术有限公司,15k-25k,北京,150-500人,3-5年,本科,金融,2018-03-13
7,js全栈工程师,上海沙湖信息科技有限公司,13k-25k,上海,15-50人,3-5年,本科,"数据服务,硬件",2018-03-12
8,javascript开发工程师（爬虫方向）,哦加哦网络科技（上海）有限公司,15k-30k,上海,500-2000人,1-3年,本科,"移动互联网,其他",2018-03-13
9,高级Javascript工程师（爬虫相关）,广州通游宝信息科技有限公司,12k-24k,广州,15-50人,3-5年,大专,电子商务,2018-03-12
10,前端架构师（JS),中企动力科技股份有限公司,25k-50k,北京,2000人以上,5-10年,大专,"电子商务,移动互联网",2018-03-12
11,Js高级前端开发工程师（本科，3+年开发经验）,北京简单科技有限公司,15k-25k,北京,150-500人,3-5年,本科,"移动互联网,教育",2018-03-12
12,NODE JS 前端工程师,深圳前海用友力合金融服务有限公司,10k-20k,深圳,500-2000人,1-3年,本科,金融,2018-03-13
13,Javascript全栈开发工程师,北京小砖科技有限公司,20K-30K,北京,少于15人,1-3年,本科,"数据服务,移动互联网",2018-03-09
14,前端开发工程师JS方向,麦可视觉设计,6k-8k,广州,少于15人,3-5年,不限,其他,2018-03-12
0,Node. Js前端开发工程师,东盛华达（武汉）企业管理咨询有限公司,18k-36k,北京,150-500人,3-5年,本科,"移动互联网,电子商务",2018-03-12
1,JS全栈工程师,湖南省我来信息科技有限公司,10k-15k,长沙,15-50人,3-5年,本科,"移动互联网,教育",2018-03-13
2,高级前端开发（JS方向）,北京微吼时代科技有限公司,15k-30k,北京,150-500人,5-10年,本科,"移动互联网,数据服务",2018-03-12
3,前端研发工程师(JS),北京简道致远科技有限公司,15K-25K,北京,15-50人,1-3年,本科,移动互联网,2018-03-12
4,高级js前端工程师,北京寻宝天行网络技术有限公司,15k-25k,北京,50-150人,3-5年,本科,电子商务,2018-03-13
5,JavaScript 全栈工程师,杭州惠借科技有限公司,15k-30k,杭州,50-150人,3-5年,本科,移动互联网,2018-03-04
6,中级 JavaScript 前台开发工程师,天津傲飞物联科技有限公司,5k-8k,天津,少于15人,3-5年,大专,"其他,数据服务",2018-02-22
7,NODE JS 前端高级工程师,深圳前海用友力合金融服务有限公司,15k-30k,深圳,500-2000人,5-10年,本科,金融,2018-03-13
8,Lead JavaScript Engineer,亿磐系统（深圳）有限公司,20k-35k,深圳,2000人以上,5-10年,本科,企业服务,2018-03-01
9,Javascript全栈工程师,北京频果市场营销策划有限公司,25k-40k,北京,15-50人,3-5年,本科,"移动互联网,电子商务",2018-03-13
10,高级web/js前端,北京桉桉投资管理有限公司,20k-40k,北京,少于15人,5-10年,本科,金融,2018-03-13
11,高级前端工程师(Javascript),上海汉州互联网金融信息服务有限公司,15k-25k,上海,15-50人,3-5年,本科,"移动互联网,电子商务",2018-03-13
12,Node JS全栈开发工程师,北京盛安德科技发展有限公司,25k-35k,北京,150-500人,5-10年,本科,"移动互联网,企业服务",2018-03-13
13,javascript全栈工程师,北京今朝勇创科技有限公司,8k-12k,武汉,50-150人,3-5年,本科,硬件,2018-03-07
14,Cocos2d-js前端开发工程师,深圳市金泰长丰科技有限公司,20k-40k,深圳,50-150人,3-5年,本科,游戏,2018-03-12
0,高级js前端工程师,北京寻宝天行网络技术有限公司,20k-30k,北京,50-150人,5-10年,不限,电子商务,2018-03-13
1,Node JS 全栈开发工程师,北京盛安德科技发展有限公司,15k-25k,天津,150-500人,5-10年,本科,"移动互联网,企业服务",2018-03-13
2,高级软件工程师（前端/javascript）,北京网录科技有限公司,15K-25K,北京,50-150人,5-10年,本科,"金融,数据服务",2018-03-07
3,cocos creator客户端开发工程师(js),浙江彩狗文化传播有限公司,13k-18k,杭州,50-150人,不限,大专,"移动互联网,游戏",2018-03-13
4,JS全栈开发,Mediasia Interactive,20k-30k,上海,少于15人,3-5年,本科,招聘,2018-03-07
5,WEB前端 JavaScript高级开发工程师,北京火舞科技有限公司,10k-15k,北京,15-50人,3-5年,大专,游戏,2018-03-12
6,JavaScript 全栈工程师,北京思睿峰知识产权代理有限公司,4k-7k,北京,15-50人,不限,本科,其他,2018-02-27
7,JavaScript前端开发,北京知因智慧数据科技有限公司,15k-20k,北京,50-150人,5-10年,本科,"金融,数据服务",2018-03-12
8,Web前端开发工程师（react js）,上海泛微网络科技股份有限公司,10k-15k,上海,2000人以上,1-3年,本科,"移动互联网,企业服务",2018-03-13
9,高级WEB前端开发工程师(JS),上海聚力传媒技术有限公司,20k-30k,北京,500-2000人,5-10年,本科,文化娱乐,2018-03-12
10,前端开发（精通JavaScript）,上海炎武金融信息服务有限公司,15k-20k,上海,50-150人,3-5年,本科,"移动互联网,金融",2018-02-27
11,Node JS高级开发工程师,广州博胜信息科技有限公司,9k-18k,广州,50-150人,3-5年,本科,"移动互联网,企业服务",2018-03-06
12,前端JS工程师,ON CONNECTION SDN.BHD,10k-15k,成都,15-50人,3-5年,大专,"移动互联网,社交网络",2018-03-13
13,cocos js 游戏开发工程师,深圳市久久互动科技有限公司,10k-15k,深圳,少于15人,1-3年,大专,移动互联网,2018-02-27
14,全栈javascript工程师,纷腾数字媒体（深圳）有限公司,15k-20k,深圳,15-50人,3-5年,本科,"移动互联网,金融",2018-02-28
0,web前端（react js/angular2）,上海泛微网络科技股份有限公司,15k-20k,上海,2000人以上,3-5年,本科,"移动互联网,企业服务",2018-03-13
1,JS爬虫开发工程师【可实习】,杭州快忆科技有限公司,5k-8k,杭州,15-50人,不限,大专,"移动互联网,数据服务",2018-03-13
2,Javascript/CSS前端工程师,琢品网络科技（上海）有限公司,18k-28k,上海,15-50人,3-5年,本科,移动互联网,2018-03-12
3,cocos2D js 研发,成都延信科技有限公司,8K-15K,长沙,50-150人,不限,不限,移动互联网,2018-03-05
4,高级JS前端开发工程师,爱蜂巢（苏州）电子商务有限公司,10k-18k,苏州,150-500人,3-5年,本科,"O2O,电子商务",2018-03-12
5,web前端开发（JavaScript）,海致网络技术(北京)有限公司,15k-25k,北京,150-500人,3-5年,本科,"移动互联网,企业服务",2018-02-22
6,NodeJS JavaScript 工程师,北京光音网络发展股份有限公司,8k-15k,上海,150-500人,不限,本科,"广告营销,数据服务",2018-03-09
7,JS前端开发工程师,晓能（深圳）科技有限公司,8k-16k,深圳,50-150人,1-3年,大专,"移动互联网,数据服务",2018-03-13
8,JavaScript前端工程师,漫动互通网络科技（北京）有限公司,8k-10k,北京,50-150人,1-3年,本科,移动互联网,2018-03-10
9,PHP/Node js后端开发工程师,深圳市前海汇流信息科技有限公司,13k-25k,深圳,50-150人,1-3年,本科,移动互联网,2018-03-13
10,Angular js,中信网络科技股份有限公司,10k-20k,北京,500-2000人,不限,本科,金融,2018-03-09
11,JS前端工程师,东莞市鼎点网络科技有限公司,8k-12k,东莞,15-50人,3-5年,大专,"移动互联网,电子商务",2018-03-12
12,高级前端开发工程师（JS/H5）,蓝信移动（北京）科技有限公司,15k-30k,北京,150-500人,3-5年,本科,移动互联网,2018-03-13
13,前端工程师（JS）,载信软件（上海）有限公司,10k-18k,上海,150-500人,1-3年,本科,"移动互联网,电子商务",2018-03-05
14,JS前端软件开发工程师,深圳少年创客科技有限公司,14k-25k,深圳,50-150人,5-10年,本科,"移动互联网,教育",2018-02-26
0,Web前端开发工程师（react js）,上海泛微网络科技股份有限公司,10k-15k,上海,2000人以上,1-3年,本科,"移动互联网,企业服务",2018-03-13
1,中级或高级前端Javascript工程师,北京通通游技术有限公司,12k-24k,北京,50-150人,3-5年,大专,"电子商务,旅游",2018-03-13
2,js前端开发,长沙伯格网络科技有限公司,6K-12K,长沙,50-150人,3-5年,本科,"移动互联网,生活服务",2018-02-23
3,JS前端工程师,上海合起跃信息技术有限公司,8k-15k,上海,少于15人,不限,不限,"移动互联网,社交网络",2018-03-01
4,Javascript H5棋牌游戏开发,深圳英迈思文化科技有限公司,8k-16k,深圳,500-2000人,不限,本科,移动互联网,2018-03-13
5,JS前端工程师,上海析鲸信息科技有限公司,10k-15k,上海,15-50人,3-5年,本科,"数据服务,金融",2018-03-11
6,Cocos工程师（Lua/js/Creator）,北京展游科技有限公司,13k-25k,北京,150-500人,1-3年,不限,游戏,2018-03-12
7,前端初级JavaScript工程师,赛瓦软件（上海）有限公司,5K-7K,武汉,15-50人,1年以下,大专,企业服务,2018-03-13
8,Angular JS 中高级前端开发工程师,普奥云信息科技（北京）有限公司,25k-40k,北京,50-150人,5-10年,本科,数据服务,2018-03-13
9,前端开发工程师（javascript）,北京心更远科技发展有限公司,13k-25k,北京,50-150人,1-3年,本科,"移动互联网,O2O",2018-03-12
10,前端JS工程师,深圳市吾爱尚信息科技有限公司,10k-20k,深圳,15-50人,3-5年,大专,移动互联网,2018-03-12
11,web前端（JS为主）,长沙优万信息科技有限公司,7k-14k,长沙,少于15人,1-3年,不限,"电子商务,移动互联网",2018-03-09
12,JS前端,济南团谱信息技术有限公司,6k-8k,济南,15-50人,3-5年,不限,"移动互联网,游戏",2018-03-12
13,前端开发工程师（JS方向）,杭州品茗安控信息技术股份有限公司,8k-15k,杭州,500-2000人,1-3年,本科,"企业服务,数据服务",2018-02-24
14,JS前端开发工程师,深信服网络科技（深圳）有限公司,10k-20k,深圳,150-500人,1-3年,本科,"移动互联网,企业服务",2018-03-03
0,前端架构师（精通react js）,上海泛微网络科技股份有限公司,18k-30k,上海,2000人以上,3-5年,本科,"移动互联网,企业服务",2018-03-12
1,JS前端 （长沙）,深圳高新网络科技有限公司,15k-20k,长沙,50-150人,1-3年,本科,游戏,2018-03-06
2,javascript前端开发工程师,北京全星时空科技有限公司,15k-30k,北京,15-50人,1-3年,大专,"移动互联网,O2O",2018-02-28
3,前端开发工程师（JS）,上海春秋国际旅行社（集团）有限公司,15k-30k,上海,2000人以上,3-5年,不限,"旅游,生活服务",2018-03-07
4,JavaScript前端开发工程师,广州市锐汇软件科技有限公司,5k-8k,广州,少于15人,1-3年,大专,"移动互联网,广告营销",2018-03-05
5,PHP/Node js后端开发工程师,新疆邻国在线网络科技有限公司,7k-14k,深圳,15-50人,1-3年,大专,教育,2018-02-23
6,JS/Javascript开发工程师（懂Android）,携程计算机技术（上海）有限公司,10k-20k,上海,2000人以上,1-3年,本科,"移动互联网,旅游",2018-03-11
7,高级前端开发工程师（JS方向）,湖南钢信钢之家大数据技术有限公司,12k-15k,长沙,15-50人,3-5年,本科,"移动互联网,数据服务",2018-03-04
8,React/Javascript前端开发,北京米拓世纪科技有限公司,10k-15k,北京,15-50人,1-3年,本科,"移动互联网,广告营销",2018-03-08
9,[Go/Php/Js小程序]项目培训实习生,广东远景信息科技有限公司,1k-2k,广州,50-150人,不限,大专,移动互联网,2018-03-13
10,中级 BI/JavaScript 前端开发工程师,天津傲飞物联科技有限公司,5k-8k,天津,少于15人,不限,不限,"其他,数据服务",2018-02-22
11,前端JS工程师,北京文华在线科技发展有限公司,7k-14k,北京,150-500人,1-3年,本科,"移动互联网,教育",2018-03-05
12,高级前端工程师（JS）,西安一寸虫网络科技有限公司,8k-10k,西安,15-50人,3-5年,大专,"电子商务,移动互联网",2018-02-25
13,JavaScript前端工程师,天才在线（北京）科技有限公司,10K-12K,北京,15-50人,1-3年,本科,社交网络,2018-02-27
14,javascript 前端工程师,成都创行信息科技有限公司,5k-10k,成都,15-50人,1-3年,大专,"社交网络,数据服务",2018-02-27
0,Web前端开发(Javascript),图丰信息（成都）有限责任公司,8k-15k,成都,50-150人,3-5年,本科,"移动互联网,数据服务",2018-03-12
1,JS前端影像研发工程师,卫宁健康科技集团股份有限公司,10k-15k,西安,500-2000人,3-5年,本科,"医疗健康,数据服务",2018-03-01
2,JavaScript前端,上海艾拉网网络科技有限公司,6k-8k,上海,少于15人,1-3年,大专,"移动互联网,社交网络",2018-02-28
3,JS前端程序员,苏州酷码信息科技有限公司,4k-8k,苏州,少于15人,不限,大专,移动互联网,2018-03-05
4,Web/js前端,深圳市天行家科技有限公司,7k-12k,深圳,50-150人,1-3年,大专,"O2O,生活服务",2018-03-02
5,COCOS2D-js前端游戏开发工程师,江苏弘宝网络科技有限公司,8k-12k,无锡,15-50人,1-3年,大专,"游戏,移动互联网",2018-03-06
6,高级工程师：js区块链引擎设计开发,深圳前海益链网络科技有限公司,15k-30k,深圳,15-50人,3-5年,本科,移动互联网,2018-02-28
7,资深Angular Js UI开发工程师,上海骞云信息科技有限公司,15k-30k,上海,50-150人,5-10年,本科,"企业服务,数据服务",2018-03-13
8,WEB前端研发工程师(复杂JS应用/数据可视化),北京京东世纪贸易有限公司,15k-30k,北京,2000人以上,3-5年,本科,"电子商务,数据服务",2018-02-23
9,Web前端工程师（JS开发）,成都中科大旗软件有限公司,12k-20k,成都,150-500人,5-10年,大专,"移动互联网,旅游",2018-02-26
10,web前端开发（JS）,成都优译信息技术有限公司,7k-9k,成都,50-150人,1-3年,本科,"移动互联网,数据服务",2018-03-11
11,Web前端工程师（JS）,上海澜赢信息技术有限公司,9k-12k,上海,50-150人,1-3年,本科,移动互联网,2018-03-05
12,HTML5（javascript/H5）,携程计算机技术（上海）有限公司,15k-25k,上海,2000人以上,3-5年,本科,"移动互联网,旅游",2018-03-11
13,前端开发开发工程师（H5/WEB/JS）,上海合阔信息技术有限公司,12k-20k,上海,15-50人,3-5年,不限,"企业服务,移动互联网",2018-03-13
14,"高级前端工程师(Web/JS, PHP|Java)",智线云科技（北京）有限公司,12k-24k,北京,50-150人,3-5年,本科,"移动互联网,数据服务",2018-03-13
0,手机游戏程序员(java，c++、.net、js）,北京米纳科技有限公司,6k-10k,福州,50-150人,1年以下,本科,"移动互联网,电子商务",2018-03-13
1,"高级前端工程师(Web/JS, PHP|Java)",智线云科技（北京）有限公司,10k-15k,武汉,50-150人,3-5年,本科,"移动互联网,数据服务",2018-03-13
2,"Web前端开发(javascript,vue)",壹元优品教育科技（成都）有限公司,7k-10k,成都,15-50人,不限,不限,"移动互联网,教育",2018-03-01
3,初级开发工程师（Java、C++、JS）,软岛科技（重庆）有限公司,3k-5k,重庆,150-500人,1年以下,本科,电子商务,2018-02-25
4,java cocos2dx js 游戏开发工程师,杭州育谷科技有限公司,8k-16k,杭州,500-2000人,1-3年,大专,"移动互联网,O2O",2018-03-08
5,高级 Node.js 工程师,深圳晶泰科技有限公司,15k-25k,深圳,50-150人,3-5年,本科,"企业服务,医疗健康",2018-03-13
6,h5 node js 前端开发工程师,广东粤微食用菌技术有限公司,6k-12k,广州,150-500人,1-3年,不限,医疗健康,2018-03-07
7,Node.js方向后端工程师,北京国双科技有限公司,15k-25k,北京,500-2000人,3-5年,本科,"数据服务,企业服务",2018-03-12
8,react.js,上海泛微网络科技股份有限公司,10k-16k,上海,2000人以上,1-3年,本科,"移动互联网,企业服务",2018-03-13
9,COCOS2D.JS,北京棋开德胜科技有限公司,15k-30k,北京,150-500人,3-5年,本科,"移动互联网,游戏",2018-03-13
10,Node.js工程师,点我达网络科技有限公司,15k-30k,杭州,500-2000人,3-5年,不限,O2O,2018-03-13
11,Node.js工程师,上海萌店信息科技有限公司,18k-35k,上海,2000人以上,3-5年,本科,"移动互联网,电子商务",2018-03-13
12,Node.js全栈工程师,北京安高盟科技服务有限公司,15k-25k,北京,50-150人,3-5年,本科,金融,2018-03-13
13,cocos2js/2dx,河南省胜讯网络科技有限公司,10k-15k,郑州,15-50人,3-5年,大专,"移动互联网,游戏",2018-03-06
14,Node.js工程师,武汉斗鱼网络科技有限公司,9k-18k,武汉,2000人以上,1-3年,本科,移动互联网,2018-03-12
0,"中级前端工程师(Web/JS, PHP|Java)",智线云科技（北京）有限公司,5k-10k,武汉,50-150人,1-3年,本科,"移动互联网,数据服务",2018-03-13
1,react.js,上海泛微网络科技股份有限公司,12k-18k,上海,2000人以上,1-3年,本科,"移动互联网,企业服务",2018-03-13
2,Node.js全栈工程师,北京国双科技有限公司,15k-25k,北京,500-2000人,3-5年,本科,"数据服务,企业服务",2018-03-12
3,Node.js开发工程师,北京创新伙伴教育科技有限公司,18k-36k,北京,500-2000人,不限,本科,"移动互联网,教育",2018-03-13
4,Node.JS Engineer,时空幻境（北京）科技有限公司,15k-25k,北京,50-150人,3-5年,本科,游戏,2018-03-13
5,Node.js开发工程师,点我达网络科技有限公司,10K-20K,杭州,500-2000人,3-5年,本科,O2O,2018-03-06
6,Node.js工程师,杭州大搜车汽车服务有限公司,10k-20k,杭州,500-2000人,1-3年,本科,"移动互联网,O2O",2018-03-12
7,Node.js开发工程师,上海贝涛金融信息服务有限公司,18k-35k,上海,50-150人,3-5年,本科,金融,2018-03-13
8,搜狗大律师-Node.js工程师-北京-03433,北京搜狗科技发展有限公司,25k-35k,北京,2000人以上,3-5年,本科,"移动互联网,数据服务",2018-03-13
9,Node.js,光合新知（北京）科技有限公司,20k-40k,北京,150-500人,3-5年,不限,"移动互联网,教育",2018-03-12
10,Node.js服务器程序,浙江冰峰科技有限公司,10k-15k,杭州,50-150人,1-3年,大专,游戏,2018-03-13
11,Node.js 后端工程师,北京云思畅想科技有限公司,15k-30k,北京,50-150人,3-5年,本科,"企业服务,数据服务",2018-03-12
12,Node.js研发架构师,北京世纪好未来教育科技有限公司,35k-60k,北京,2000人以上,5-10年,本科,"移动互联网,教育",2018-03-12
13,node.js开发工程师,北京三快在线科技有限公司,18k-35k,北京,2000人以上,1-3年,本科,"移动互联网,O2O",2018-03-08
14,React.js Web,天津益阳煜赢网络科技有限公司,18k-28k,北京,50-150人,3-5年,本科,"O2O,金融",2018-03-13
0,"中级前端工程师(Web/JS, PHP|Java)",智线云科技（北京）有限公司,12k-24k,北京,50-150人,1-3年,本科,"移动互联网,数据服务",2018-03-13
1,Node.js,光合新知（北京）科技有限公司,20k-40k,北京,150-500人,3-5年,大专,"移动互联网,教育",2018-03-13
2,React.js前端工程师,长沙辰运软件有限公司,10k-20k,长沙,150-500人,3-5年,本科,移动互联网,2018-03-13
3,Vue.js,北京掌众科技有限公司,25k-50k,北京,500-2000人,5-10年,本科,"移动互联网,金融",2018-03-12
4,Node.js后端高级工程师,别处网络科技（上海）有限公司,15k-25k,上海,15-50人,3-5年,本科,"生活服务,社交网络",2018-03-12
5,react.js前端,上海泛微网络科技股份有限公司,12k-16k,上海,2000人以上,1-3年,本科,"移动互联网,企业服务",2018-03-13
6,Node.js,上海微麦电子商务发展有限公司,20k-30k,上海,15-50人,3-5年,本科,"移动互联网,电子商务",2018-03-13
7,Node.js全栈工程师,心灵失重（北京）科技有限公司,15k-30k,北京,50-150人,5-10年,本科,移动互联网,2018-03-12
8,数据可视化前端（D3.js）,杭州当堂信息技术有限公司,10k-20k,杭州,50-150人,不限,本科,"移动互联网,生活服务",2018-03-13
9,Node.js开发工程师（北京）,上海倾听信息技术有限公司,20k-40k,北京,150-500人,3-5年,本科,移动互联网,2018-03-13
10,高级研发岗位Node.js,上海店达信息技术有限公司,20k-25k,上海,500-2000人,3-5年,大专,"电子商务,O2O",2018-03-07
11,Node.js开发工程师,阿哈王国（武汉）教育科技有限公司,8K-15K,武汉,少于15人,1-3年,本科,"移动互联网,教育",2018-03-13
12,Node.js开发工程师,北京所问数据科技有限公司,10k-20k,北京,50-150人,1-3年,不限,"企业服务,数据服务",2018-03-13
13,node.js全栈工程师,上海掌小门教育科技有限公司,12k-24k,上海,500-2000人,3-5年,大专,"移动互联网,教育",2018-03-12
14,接口/Node.js 开发,北京妙医佳信息技术有限公司,10k-20k,北京,50-150人,3-5年,本科,移动互联网,2018-03-13
0,React.JS前端工程师,长沙辰运软件有限公司,10k-20k,长沙,150-500人,3-5年,本科,移动互联网,2018-03-13
1,node.js【徐汇】,上海彩亿信息技术有限公司,15k-25k,上海,500-2000人,3-5年,本科,"移动互联网,金融",2018-03-13
2,node.js后端工程师,精硕科技（北京）股份有限公司,20k-40k,北京,500-2000人,3-5年,本科,数据服务,2018-03-12
3,web前端开发工程师（Node.js方向）,北京作业盒子科技有限公司,20k-40k,北京,500-2000人,3-5年,本科,"移动互联网,教育",2018-03-05
4,React.js Web,天津益阳煜赢网络科技有限公司,18k-28k,北京,50-150人,不限,本科,"O2O,金融",2018-02-26
5,Node.js&nbsp;开发工程师,浙江每日互动网络科技股份有限公司,12k-20k,杭州,150-500人,1-3年,本科,移动互联网,2018-02-28
6,前端开发工程师(vue.js+react.js),上海泛微网络科技股份有限公司,12k-16k,上海,2000人以上,1-3年,本科,"移动互联网,企业服务",2018-03-13
7,Node.js 软件工程师,上海初生网络科技有限公司,12k-20k,上海,50-150人,1-3年,本科,"移动互联网,社交网络",2018-03-08
8,Node.js服务器开发工程师,搜游网络科技（北京）有限公司,15k-30k,北京,50-150人,3-5年,本科,"移动互联网,游戏",2018-03-13
9,Node.js工程师,杏树林信息技术（北京）有限公司,15k-25k,北京,150-500人,3-5年,本科,"移动互联网,医疗健康",2018-03-13
10,Node.js,优品财富管理有限公司,13k-26k,武汉,500-2000人,不限,本科,金融,2018-03-13
11,Node.js全栈工程师,AFTERSHIP LIMITED,10k-20k,深圳,15-50人,1-3年,本科,"电子商务,企业服务",2018-03-12
12,Node.js开发工程师,北京多牛互动传媒股份有限公司,15K-30K,北京,150-500人,1-3年,本科,文化娱乐,2018-03-12
13,客户端开发工程师（Cocos2dx-js）,上海纵游网络技术有限公司,15k-25k,上海,150-500人,1-3年,本科,"移动互联网,游戏",2018-03-13
14,Node.js研发工程师,乐趣家（北京）信息技术有限公司,12k-20k,北京,150-500人,3-5年,本科,"移动互联网,电子商务",2018-03-12
0,node.js开发工程师,上海彩亿信息技术有限公司,20k-40k,上海,500-2000人,5-10年,本科,"移动互联网,金融",2018-03-12
1,Node.js(组长）高级全栈工程师,AFTERSHIP LIMITED,25k-50k,深圳,15-50人,3-5年,本科,"电子商务,企业服务",2018-03-12
2,Node.js开发工程师,北京修齐治平科技有限公司,15k-25k,北京,500-2000人,3-5年,本科,"教育,数据服务",2018-03-12
3,cocos2d-js,土木金华（武汉）信息科技有限公司,10k-20k,武汉,15-50人,1-3年,不限,移动互联网,2018-03-07
4,Node.js,上海鸣勃网络科技有限公司,11k-17k,上海,少于15人,不限,本科,"移动互联网,文化娱乐",2018-03-13
5,node.js开发工程师,北京新东方迅程网络科技有限公司,12k-18k,北京,500-2000人,3-5年,本科,"移动互联网,教育",2018-03-13
6,高级node.js工程师,竞技世界（北京）网络技术有限公司,20k-40k,北京,500-2000人,5-10年,本科,"移动互联网,游戏",2018-03-12
7,Node.js工程师,上海凯洛格信息科技有限公司,9k-15k,上海,150-500人,1-3年,本科,教育,2018-03-13
8,"游戏开发（cocos-js,egret）",北京火舞科技有限公司,15k-25k,北京,15-50人,1-3年,大专,游戏,2018-03-12
